precinct_id,registered_voters,contest_name,total_votes_cast,Malcolm Kenyatta - Election Day,Malcolm Kenyatta - Absentee,Malcolm Kenyatta - Provisional,Tim DeFoor - Election Day,Tim DeFoor - Absentee,Tim DeFoor - Provisional,Reece Smith - Election Day,Reece Smith - Absentee,Reece Smith - Provisional,Bob Goodrich - Election Day,Bob Goodrich - Absentee,Bob Goodrich - Provisional,Eric K. Anton - Election Day,Eric K. Anton - Absentee,Eric K. Anton - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Franklin Pk Ward 2 Dist 3,1454,Auditor General,1271,342,252,3,415,192,2,12,7,1,7,0,0,2,1,0,4,0,0
Franklin Pk Ward 3 Dist 1,1359,Auditor General,1132,226,253,5,379,220,3,8,5,0,2,1,0,1,0,0,0,0,0
Franklin Pk Ward 3 Dist 2,778,Auditor General,677,171,128,0,262,69,3,11,6,0,6,2,0,0,2,0,0,0,0
Franklin Pk Ward 3 Dist 3,1294,Auditor General,1122,257,247,6,390,178,3,7,1,0,1,0,0,2,0,0,0,0,0
Frazer,826,Auditor General,726,113,93,2,416,49,3,12,1,0,5,1,0,1,1,0,0,0,0
Glassport Dist 1,566,Auditor General,428,112,70,6,164,34,4,10,1,0,2,1,0,1,0,0,0,0,0
Glassport Dist 2,409,Auditor General,232,74,22,9,83,11,1,2,2,0,6,1,0,2,0,0,0,1,0
Glassport Dist 3,561,Auditor General,340,105,68,2,106,22,2,5,0,0,6,0,0,3,0,0,2,1,0
Glassport Dist 4,260,Auditor General,159,45,20,0,71,7,0,3,0,0,1,0,0,2,0,0,0,0,0
Glassport Dist 5,475,Auditor General,356,85,57,5,152,28,2,3,1,0,5,2,0,0,0,0,0,0,0
Glassport Dist 6,438,Auditor General,317,92,33,8,115,33,2,8,0,0,1,0,0,4,0,0,1,0,0
Glenfield,148,Auditor General,124,41,11,0,59,8,0,3,0,1,1,0,0,0,0,0,0,0,0
Green Tree Dist 1,788,Auditor General,700,238,111,2,242,51,3,13,3,0,2,1,0,0,1,1,1,0,0
Green Tree Dist 2,1066,Auditor General,931,284,167,4,338,74,1,17,3,0,5,0,0,1,1,0,1,0,0
Green Tree Dist 3,1100,Auditor General,884,291,166,3,301,65,1,16,4,0,4,0,0,2,0,0,0,1,0
Green Tree Dist 4,896,Auditor General,711,227,136,4,226,56,2,17,4,0,5,1,0,2,3,0,0,0,0
Hampton Dist 1,1218,Auditor General,1051,236,189,4,403,160,5,10,4,0,7,0,0,0,2,0,0,0,0
Hampton Dist 2,1302,Auditor General,1100,240,200,0,452,136,5,12,6,0,8,0,0,3,1,0,1,0,0
Hampton Dist 3,1370,Auditor General,1164,253,255,7,405,177,0,20,5,0,7,1,0,1,0,0,0,0,0
Hampton Dist 4,649,Auditor General,550,148,84,3,234,39,5,8,1,0,6,2,0,1,0,0,0,1,0
Hampton Dist 5,707,Auditor General,603,173,110,4,206,78,5,6,1,0,1,1,0,1,0,0,1,0,0
Hampton Dist 6,644,Auditor General,537,137,96,4,184,87,2,5,2,0,1,2,0,1,0,0,0,0,0
Hampton Dist 7,1444,Auditor General,1224,274,220,1,456,187,5,9,9,1,5,3,0,0,0,0,1,1,0
Hampton Dist 8,975,Auditor General,834,203,164,6,306,104,2,11,1,0,2,0,0,3,1,0,1,0,0
Hampton Dist 9,1493,Auditor General,1330,291,224,1,554,178,2,19,2,0,9,1,0,1,0,0,2,0,0
Hampton Dist 10,1604,Auditor General,1337,284,282,6,497,190,4,15,4,0,3,2,0,3,0,0,1,0,0
Hampton Dist 11,1708,Auditor General,1497,382,266,6,578,180,4,18,3,1,7,4,0,3,1,0,0,0,0
Hampton Dist 12,898,Auditor General,774,235,137,4,279,77,1,8,3,0,4,2,0,0,2,0,1,0,0
Hampton Dist 13,766,Auditor General,665,164,129,2,241,75,1,7,2,1,4,2,0,1,0,0,0,0,0
Harmar Dist 1,1269,Auditor General,1020,197,259,1,346,151,9,9,3,1,8,5,0,3,0,0,1,0,0
Harmar Dist 2,670,Auditor General,507,113,80,2,204,56,6,12,3,0,3,0,0,4,0,1,0,1,0
Harmar Dist 3,360,Auditor General,298,70,39,0,133,32,3,4,1,1,3,0,0,0,0,0,0,0,0
Harrison Ward 1 Dist 1,293,Auditor General,259,70,28,0,116,26,1,3,0,1,4,0,0,0,0,0,2,0,0
Harrison Ward 1 Dist 2,603,Auditor General,518,119,97,2,209,56,2,7,3,0,6,2,0,0,0,0,0,0,0
Harrison Ward 1 Dist 3,727,Auditor General,592,149,78,2,280,39,3,14,1,0,7,0,0,0,0,0,1,0,0
Harrison Ward 2 Dist 1,362,Auditor General,295,79,46,2,125,19,1,6,0,0,4,0,0,1,0,0,0,0,0
Harrison Ward 2 Dist 2,577,Auditor General,379,116,49,3,159,20,3,10,2,0,3,0,0,5,0,0,1,0,0
Harrison Ward 3 Dist 1,1078,Auditor General,929,199,172,4,402,90,6,12,3,0,3,2,0,3,0,0,3,0,0
Harrison Ward 3 Dist 2,649,Auditor General,564,153,80,2,245,37,2,8,4,0,4,0,0,3,0,0,2,0,0
Harrison Ward 4 Dist 1,710,Auditor General,593,139,81,1,289,42,0,12,2,0,5,1,0,0,0,0,0,0,0
Harrison Ward 4 Dist 2,616,Auditor General,488,111,76,0,224,39,3,12,0,0,8,1,0,1,0,0,0,0,0
Harrison Ward 5 Dist 1,521,Auditor General,317,113,60,2,93,21,1,5,0,0,1,1,0,6,1,0,1,1,0
Harrison Ward 5 Dist 2,829,Auditor General,678,168,82,1,324,50,2,8,0,0,9,2,0,2,1,0,0,0,0
Haysville,60,Auditor General,57,15,12,0,21,2,1,2,0,0,0,0,0,0,0,0,0,0,0
Heidelberg,917,Auditor General,716,258,93,8,262,33,3,21,1,0,2,0,0,2,2,0,0,0,0
Homestead Ward 1 Dist 1,571,Auditor General,339,147,81,5,55,18,0,3,0,1,3,0,0,3,1,0,1,0,0
Homestead Ward 1 Dist 2,345,Auditor General,204,137,41,3,12,3,1,1,0,0,1,0,0,0,0,0,0,0,0
Homestead Ward 2 Dist 1,470,Auditor General,284,162,59,11,26,3,1,2,0,2,3,1,0,3,0,0,1,0,0
Homestead Ward 2 Dist 2,278,Auditor General,177,124,30,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Homestead Ward 3 Dist 1,439,Auditor General,247,161,31,7,24,3,0,5,0,0,4,1,0,0,0,1,0,2,0
Homestead Ward 3 Dist 2,261,Auditor General,149,104,26,1,5,2,0,2,1,0,1,0,0,0,0,0,0,0,0
Indiana Dist 1,970,Auditor General,815,213,119,5,336,80,8,15,1,0,4,1,0,3,1,0,0,0,0
Indiana Dist 2,871,Auditor General,738,165,122,6,308,86,5,10,1,0,4,2,0,3,0,0,0,0,0
Indiana Dist 3,1598,Auditor General,1305,309,217,4,527,142,2,22,7,0,9,1,0,3,2,0,0,0,0
Indiana Dist 4,1199,Auditor General,1002,273,196,6,338,120,4,13,4,0,6,1,0,2,0,0,0,1,0
Indiana Dist 5,1000,Auditor General,855,216,182,8,312,81,4,6,5,0,3,1,0,6,1,0,0,1,0
Ingram Dist 1,844,Auditor General,671,244,113,8,197,33,0,25,2,0,10,0,0,3,0,0,2,0,0
Ingram Dist 2,626,Auditor General,485,182,81,2,152,26,0,16,6,0,5,0,0,1,0,0,1,0,0
Ingram Dist 3,921,Auditor General,767,276,126,3,241,48,3,18,4,0,17,3,0,5,0,0,0,0,0
Jefferson Hl Dist 1,1199,Auditor General,1039,234,166,7,425,127,6,16,3,0,7,1,0,1,0,2,1,0,0
Jefferson Hl Dist 2,934,Auditor General,793,139,91,6,407,90,5,13,5,0,3,0,0,1,1,0,0,1,0
Jefferson Hl Dist 3,1160,Auditor General,911,184,163,3,368,116,4,10,6,0,7,0,1,2,0,0,2,0,0
Jefferson Hl Dist 4,968,Auditor General,773,151,141,2,314,86,3,20,4,0,7,4,0,1,0,0,2,0,0
Jefferson Hl Dist 5,1191,Auditor General,1021,181,168,6,440,176,5,8,3,0,2,1,0,3,0,0,2,1,0
Jefferson Hl Dist 6,820,Auditor General,700,96,64,0,434,58,1,12,2,0,9,1,0,1,0,0,0,0,0
Jefferson Hl Dist 7,673,Auditor General,587,85,73,3,301,92,4,8,1,0,1,0,0,2,0,0,0,0,0
Jefferson Hl Dist 8,1077,Auditor General,945,217,161,4,370,123,4,8,2,0,7,0,0,5,0,0,0,0,0
Jefferson Hl Dist 9,1101,Auditor General,975,181,192,3,397,143,5,9,1,0,2,3,0,4,2,0,0,0,0
Kennedy Dist 1,1500,Auditor General,1310,327,234,3,502,145,3,16,2,0,6,0,1,5,3,0,1,0,0
Kennedy Dist 2,988,Auditor General,774,210,174,8,266,68,2,5,1,0,7,0,0,2,0,0,1,0,0
Kennedy Dist 3,988,Auditor General,843,208,161,2,332,71,1,9,3,0,5,3,0,3,1,0,0,0,0
Kennedy Dist 4,455,Auditor General,388,112,77,2,129,37,1,4,0,0,3,2,0,2,0,0,1,0,0
Kennedy Dist 5,1439,Auditor General,1246,330,209,4,494,111,7,18,2,0,4,0,0,5,1,0,2,0,0
Kennedy Dist 6,949,Auditor General,747,203,153,3,281,50,3,9,1,0,3,1,0,4,0,0,0,1,0
Kennedy Dist 7,564,Auditor General,502,133,90,2,199,46,4,9,0,1,0,0,0,1,0,0,0,0,0
Kilbuck,608,Auditor General,525,154,92,1,184,54,0,6,0,0,4,1,0,0,3,0,0,0,0
Leet Dist 1,423,Auditor General,344,121,45,2,134,13,0,17,1,0,2,1,0,0,1,0,1,0,0
Leet Dist 2,796,Auditor General,668,184,134,4,227,82,1,14,1,0,1,1,0,0,1,1,0,0,0
Leetsdale,841,Auditor General,635,232,83,4,220,41,3,9,4,0,5,0,0,5,0,0,2,0,0
Liberty Dist 1,889,Auditor General,729,173,76,2,354,45,1,13,1,0,6,0,0,2,0,0,0,0,0
Liberty Dist 2,783,Auditor General,650,162,63,2,327,34,1,12,2,0,10,1,0,2,0,0,1,0,1
Lincoln,662,Auditor General,567,96,60,1,326,43,1,16,0,0,8,0,0,4,0,0,0,0,0
Marshall Dist 1,971,Auditor General,780,157,169,0,283,116,5,12,3,0,3,2,0,1,1,0,0,0,0
Marshall Dist 2,1306,Auditor General,1089,215,200,5,408,193,2,12,4,0,5,3,0,2,1,0,0,1,0
Marshall Dist 3,837,Auditor General,675,141,152,2,213,130,2,5,2,0,3,1,0,1,0,0,0,0,0
Marshall Dist 4,1211,Auditor General,1035,205,239,5,377,160,5,11,4,0,2,2,0,1,1,0,0,0,0
Marshall Dist 5,983,Auditor General,814,183,169,4,266,129,5,8,9,1,6,2,0,0,1,0,1,2,0
Marshall Dist 6,990,Auditor General,813,179,178,7,286,129,4,10,1,0,0,0,0,1,0,0,0,0,0
Marshall Dist 7,1321,Auditor General,1014,200,201,2,365,184,2,7,7,0,4,1,0,2,0,0,0,3,0
McCandless Ward 1 Dist 1,1165,Auditor General,967,200,216,2,340,162,0,12,2,0,1,0,0,1,0,0,1,2,0
McCandless Ward 1 Dist 2,775,Auditor General,602,162,156,2,182,67,4,7,1,1,2,0,0,5,0,0,0,1,0
McCandless Ward 1 Dist 3,1316,Auditor General,1012,216,228,9,331,154,4,22,3,1,4,2,0,1,0,0,1,0,0
McCandless Ward 2 Dist 1,1404,Auditor General,1192,301,293,5,331,197,6,11,8,0,2,2,0,0,0,0,1,2,0
McCandless Ward 2 Dist 2,877,Auditor General,769,158,151,2,306,113,3,6,4,1,2,3,0,0,0,0,0,0,0
McCandless Ward 2 Dist 3,901,Auditor General,747,178,150,1,281,97,2,9,2,0,6,1,0,0,0,0,1,0,0
McCandless Ward 3 Dist 1,951,Auditor General,814,232,187,0,271,83,2,8,4,0,1,0,0,4,1,0,0,0,0
McCandless Ward 3 Dist 2,1067,Auditor General,909,231,166,5,340,114,4,14,4,0,2,2,0,1,0,0,2,0,0
McCandless Ward 3 Dist 3,1110,Auditor General,960,215,195,2,356,138,5,6,5,0,4,2,0,1,0,0,0,0,0
McCandless Ward 4 Dist 1,1483,Auditor General,1274,305,265,5,432,175,5,21,4,0,6,2,0,2,0,0,0,0,0
McCandless Ward 4 Dist 2,977,Auditor General,811,223,154,8,305,72,1,10,0,0,6,5,0,3,0,0,0,0,0
McCandless Ward 4 Dist 3,776,Auditor General,681,157,154,1,259,80,4,5,1,0,3,0,0,0,0,0,1,0,0
McCandless Ward 5 Dist 1,896,Auditor General,772,202,111,3,305,111,0,10,2,0,1,0,0,0,0,0,0,0,0
McCandless Ward 5 Dist 2,1484,Auditor General,1185,327,242,7,392,128,3,19,2,0,7,3,0,4,0,0,0,0,0
McCandless Ward 5 Dist 3,1086,Auditor General,916,238,248,5,239,114,4,9,1,0,6,3,0,0,2,0,1,0,0
McCandless Ward 6 Dist 1,475,Auditor General,406,81,106,0,144,51,0,4,2,0,1,1,1,0,1,0,0,0,0
McCandless Ward 6 Dist 2,1044,Auditor General,895,199,195,1,317,122,3,15,5,0,4,2,0,0,2,0,0,0,0
McCandless Ward 6 Dist 3,1885,Auditor General,1615,340,407,5,478,282,4,20,8,0,3,2,0,4,3,1,0,0,0
McCandless Ward 7 Dist 1,1625,Auditor General,1334,303,336,5,398,218,2,17,5,0,5,1,0,2,0,0,3,0,0
McCandless Ward 7 Dist 2,1044,Auditor General,900,206,229,2,284,122,2,10,2,0,3,3,0,2,1,0,1,2,0
McCandless Ward 7 Dist 3,535,Auditor General,466,121,95,0,148,78,0,7,4,0,1,1,0,0,0,0,1,0,0
McDonald,240,Auditor General,184,33,17,0,109,14,0,3,0,0,6,0,0,0,0,0,0,0,0
McKeesport Ward 1,13,Auditor General,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
McKeesport Ward 2,217,Auditor General,74,30,17,3,11,2,0,1,0,0,1,0,0,1,0,0,1,0,0
McKeesport Ward 3 Dist 1,299,Auditor General,152,89,21,0,4,15,0,3,0,0,1,6,0,1,0,0,0,0,0
McKeesport Ward 3 Dist 2,105,Auditor General,57,36,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
McKeesport Ward 4,317,Auditor General,113,61,23,2,11,2,0,0,0,0,1,1,0,0,1,0,0,0,1
McKeesport Ward 5,480,Auditor General,204,109,37,4,19,7,2,1,0,1,5,1,0,0,0,0,0,0,0
McKeesport Ward 6 Dist 1,327,Auditor General,151,63,31,8,26,5,0,6,1,0,2,0,0,1,0,0,0,0,0
McKeesport Ward 6 Dist 2,287,Auditor General,144,74,21,3,21,4,0,3,1,0,3,0,0,0,1,0,0,0,0
McKeesport Ward 7 Dist 1,462,Auditor General,264,149,52,4,15,15,0,4,0,0,3,0,0,1,0,0,1,0,0
McKeesport Ward 7 Dist 2,270,Auditor General,156,96,30,4,5,2,2,1,0,2,0,0,0,0,1,0,0,0,0
McKeesport Ward 7 Dist 3,311,Auditor General,173,99,18,4,27,5,1,4,0,0,4,1,0,0,0,0,0,1,0
McKeesport Ward 7 Dist 4,403,Auditor General,204,99,24,10,34,14,1,2,1,0,2,1,0,2,0,0,1,0,0
McKeesport Ward 7 Dist 5,535,Auditor General,305,141,48,10,51,15,1,5,0,1,2,1,0,5,0,0,2,0,0
McKeesport Ward 7 Dist 6,425,Auditor General,242,136,30,7,43,7,0,2,1,0,3,0,0,0,0,0,0,0,0
McKeesport Ward 7 Dist 7,327,Auditor General,181,103,41,12,13,1,0,2,0,0,2,1,0,0,0,0,0,0,0
McKeesport Ward 8 Dist 1,267,Auditor General,172,49,24,5,63,3,2,7,0,0,3,1,0,1,0,0,0,0,0
McKeesport Ward 8 Dist 2,531,Auditor General,350,129,81,3,77,17,2,8,3,0,6,0,0,3,0,0,0,0,0
McKeesport Ward 8 Dist 3,498,Auditor General,285,143,44,14,38,9,0,3,0,0,5,0,0,0,0,0,0,0,0
McKeesport Ward 8 Dist 4,462,Auditor General,324,114,48,5,95,35,4,6,2,0,1,2,0,1,0,0,0,0,0
McKeesport Ward 8 Dist 5,511,Auditor General,186,100,36,7,15,2,0,4,0,1,4,1,0,3,1,0,0,0,0
McKeesport Ward 8 Dist 6,202,Auditor General,135,41,19,1,45,13,0,1,0,1,0,0,0,1,0,0,0,0,0
McKeesport Ward 9 Dist 1,475,Auditor General,312,112,46,4,92,20,1,5,0,1,5,2,0,2,1,0,0,0,0
McKeesport Ward 9 Dist 2,572,Auditor General,372,176,39,11,104,13,2,3,0,0,4,3,0,2,0,1,0,0,0
McKeesport Ward 9 Dist 3,387,Auditor General,254,103,47,7,52,23,0,9,3,0,1,1,0,0,0,0,0,0,0
McKeesport Ward 10 Dist 1,277,Auditor General,149,60,16,3,45,3,0,4,0,0,1,0,0,2,0,0,0,0,0
McKeesport Ward 10 Dist 2,312,Auditor General,206,61,34,2,75,14,0,5,1,0,1,0,0,0,0,0,0,0,0
McKeesport Ward 11 Dist 1,428,Auditor General,288,109,34,3,90,14,2,3,0,0,5,3,1,1,1,0,0,0,0
McKeesport Ward 11 Dist 2,377,Auditor General,267,80,29,4,96,22,1,4,1,0,3,2,0,2,0,0,0,0,0
McKeesport Ward 11 Dist 3,264,Auditor General,184,67,49,0,33,16,1,3,0,0,2,0,0,1,0,0,0,0,0
McKeesport Ward 12 Dist 1,334,Auditor General,238,56,43,3,93,15,0,4,0,0,5,0,1,2,0,0,0,0,0
McKeesport Ward 12 Dist 2,370,Auditor General,282,85,38,0,104,27,0,6,0,0,2,0,0,0,0,0,1,0,0
McKeesport Ward 12 Dist 3,556,Auditor General,475,132,93,2,173,30,1,5,0,0,5,1,0,0,1,0,1,0,0
McKees Rocks Ward 1 Dist 1,179,Auditor General,31,19,5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
McKees Rocks Ward 1 Dist 2,523,Auditor General,281,141,53,6,38,19,1,3,0,1,5,4,0,0,1,0,0,0,1
McKees Rocks Ward 2 Dist 1,659,Auditor General,327,151,54,8,76,11,1,6,1,1,4,0,0,1,0,0,0,0,0
McKees Rocks Ward 2 Dist 2,591,Auditor General,301,156,35,2,68,12,1,6,1,0,4,0,1,1,0,0,0,0,0
McKees Rocks Ward 3 Dist 1,762,Auditor General,494,176,90,16,135,30,4,8,1,0,2,0,1,3,1,0,0,0,0
McKees Rocks Ward 3 Dist 2,534,Auditor General,272,107,57,7,62,11,3,3,0,0,5,0,1,2,0,0,1,0,0
McKees Rocks Ward 3 Dist 3,511,Auditor General,286,134,41,5,64,19,1,3,2,0,2,0,0,2,0,0,0,0,0
Millvale Dist 1,510,Auditor General,357,158,70,2,76,16,1,10,2,0,4,0,0,3,0,0,2,0,0
Millvale Dist 2,463,Auditor General,334,127,37,0,124,11,1,10,0,0,6,1,0,0,0,0,1,0,0
Millvale Dist 3,453,Auditor General,334,149,72,1,64,17,0,5,1,0,4,1,0,2,0,0,3,0,0
Millvale Dist 4,452,Auditor General,325,134,44,3,98,19,1,6,1,0,0,0,0,1,0,0,0,1,0
Millvale Dist 5,521,Auditor General,401,161,72,2,99,25,0,9,0,0,5,3,0,2,0,0,2,1,0
Monroeville Ward 1 Dist 1,703,Auditor General,540,176,87,0,192,38,1,10,0,0,2,1,0,2,0,0,1,0,0
Monroeville Ward 1 Dist 2,636,Auditor General,535,132,105,7,219,38,0,8,1,0,3,2,0,1,0,0,0,0,0
Monroeville Ward 1 Dist 3,802,Auditor General,678,218,150,4,190,68,1,7,4,0,2,1,0,1,1,0,0,0,0
Monroeville Ward 1 Dist 4,918,Auditor General,608,227,146,10,138,38,1,8,3,0,3,1,0,0,2,0,0,0,0
Monroeville Ward 2 Dist 1,956,Auditor General,795,263,140,1,258,66,2,14,2,0,5,1,1,3,0,0,1,2,0
Monroeville Ward 2 Dist 2,979,Auditor General,818,270,190,4,227,75,0,13,3,1,4,0,0,1,0,0,0,0,0
Monroeville Ward 2 Dist 3,1094,Auditor General,896,258,198,5,290,97,3,8,3,0,5,1,0,2,1,0,0,0,0
Monroeville Ward 3 Dist 1,1192,Auditor General,954,199,230,5,326,128,6,7,6,1,6,2,0,1,0,0,0,1,0
Monroeville Ward 3 Dist 2,650,Auditor General,537,146,90,2,218,39,3,5,2,0,5,1,0,1,1,0,0,0,0
Monroeville Ward 3 Dist 3,989,Auditor General,817,230,168,3,294,81,1,3,3,0,4,0,0,5,0,0,0,1,0
Monroeville Ward 3 Dist 4,448,Auditor General,383,117,72,0,117,43,0,5,1,1,5,0,0,0,0,0,1,0,0
Monroeville Ward 4 Dist 1,676,Auditor General,570,162,103,1,205,61,0,9,1,0,2,0,1,1,0,0,2,0,0
Monroeville Ward 4 Dist 2,1058,Auditor General,845,260,168,7,279,77,2,10,1,1,3,3,0,1,0,0,2,1,0
Monroeville Ward 4 Dist 3,1006,Auditor General,847,260,140,5,312,59,2,18,5,1,4,6,0,1,1,0,0,0,0
Monroeville Ward 5 Dist 1,613,Auditor General,510,138,84,1,207,45,0,12,1,0,2,1,1,0,0,0,0,0,0
Monroeville Ward 5 Dist 2,891,Auditor General,568,207,156,5,118,42,1,5,2,0,4,2,0,1,1,0,0,0,0
Monroeville Ward 5 Dist 3,1005,Auditor General,762,217,200,9,211,78,2,10,1,0,4,2,0,1,1,0,0,0,0
Monroeville Ward 5 Dist 4,653,Auditor General,433,168,89,4,112,29,3,6,1,0,3,3,0,0,0,0,1,0,0
Monroeville Ward 6 Dist 1,835,Auditor General,671,204,133,4,228,48,2,8,5,0,7,1,0,1,0,0,3,0,0
Monroeville Ward 6 Dist 2,879,Auditor General,668,212,150,6,178,67,2,9,3,0,2,2,0,4,0,0,1,0,0
Monroeville Ward 6 Dist 3,1087,Auditor General,676,265,130,15,177,35,3,7,3,0,3,1,1,1,0,1,1,0,0
Monroeville Ward 6 Dist 4,377,Auditor General,250,83,80,5,38,25,1,4,1,0,3,0,0,0,1,0,0,0,0
Monroeville Ward 7 Dist 1,1561,Auditor General,1278,431,311,12,329,111,4,22,3,0,6,1,0,1,1,2,1,2,0
Monroeville Ward 7 Dist 2,840,Auditor General,667,283,131,8,161,50,0,6,2,0,2,2,0,0,0,0,1,0,0
Monroeville Ward 7 Dist 3,705,Auditor General,550,183,124,7,170,34,2,5,1,1,2,0,0,0,1,0,0,1,0
Moon Dist 1,892,Auditor General,528,137,76,4,226,55,1,7,0,0,0,0,1,0,0,0,2,0,0
Moon Dist 2,1045,Auditor General,864,203,176,1,326,102,6,12,4,0,5,0,1,1,0,0,0,0,0
Moon Dist 3,1173,Auditor General,847,256,153,5,296,68,7,17,1,0,3,1,0,4,1,0,0,1,0
Moon Dist 4,1206,Auditor General,1037,223,231,5,394,120,2,16,11,0,3,0,0,1,1,0,1,0,0
Moon Dist 5,1664,Auditor General,1393,284,276,5,559,177,5,18,6,0,5,3,0,2,3,0,2,0,0
Moon Dist 6,1748,Auditor General,1400,309,245,8,546,193,8,16,6,1,5,3,1,1,1,0,0,2,0
Moon Dist 7,1239,Auditor General,897,233,178,7,327,85,11,11,4,0,4,0,0,3,0,0,2,0,0
Moon Dist 8,1314,Auditor General,1086,236,230,1,430,108,4,16,4,0,7,2,0,3,1,0,0,0,0
Moon Dist 9,1130,Auditor General,874,171,155,6,342,131,2,21,7,0,5,3,0,3,0,0,1,0,0
Moon Dist 10,1232,Auditor General,1030,229,218,6,382,131,3,14,6,0,6,1,0,3,1,0,0,0,0
Moon Dist 11,1179,Auditor General,963,146,183,3,411,162,6,12,4,0,5,2,0,0,0,0,0,0,0
Moon Dist 12,1117,Auditor General,945,261,151,5,361,118,4,6,2,0,3,0,0,0,1,0,0,1,0
Moon Dist 13,1303,Auditor General,1100,240,205,15,414,163,4,17,2,0,2,2,0,2,0,0,0,1,0
Moon Dist 14,810,Auditor General,549,122,133,4,184,54,2,5,6,0,7,3,0,1,1,0,0,0,0
Moon Dist 15,1058,Auditor General,848,248,152,7,294,83,5,13,1,0,2,2,1,3,1,0,1,0,0
Moon Dist 16,1193,Auditor General,1010,248,167,5,373,149,11,16,2,0,2,0,0,1,2,0,0,0,0
Mt Lebanon Ward 1 Dist 1,847,Auditor General,711,191,168,4,185,126,0,5,3,0,3,0,0,1,0,0,1,0,0
Mt Lebanon Ward 1 Dist 2,634,Auditor General,512,236,104,4,102,26,1,10,0,0,3,1,1,0,0,0,1,0,0
Mt Lebanon Ward 1 Dist 3,643,Auditor General,567,226,129,4,119,53,2,11,2,0,1,0,0,1,0,0,1,0,0
Mt Lebanon Ward 1 Dist 4,782,Auditor General,657,237,163,4,154,64,1,8,3,0,3,0,0,0,1,0,1,0,0
Mt Lebanon Ward 1 Dist 5,617,Auditor General,536,198,132,1,133,43,3,4,2,0,0,0,0,0,0,0,1,0,0
Mt Lebanon Ward 1 Dist 6,1061,Auditor General,886,286,223,7,188,131,2,10,2,0,2,2,1,0,0,0,0,0,0
Mt Lebanon Ward 1 Dist 7,774,Auditor General,622,246,153,4,131,45,3,17,2,1,2,3,0,0,0,0,1,0,0
Mt Lebanon Ward 2 Dist 1,998,Auditor General,856,294,225,4,187,105,0,7,2,1,3,0,0,1,0,0,0,0,0
Mt Lebanon Ward 2 Dist 2,645,Auditor General,524,197,120,2,113,56,2,8,3,0,4,1,0,0,0,0,0,0,0
Mt Lebanon Ward 2 Dist 3,697,Auditor General,567,201,165,0,117,54,1,6,0,0,3,1,0,0,0,0,1,0,0
Mt Lebanon Ward 2 Dist 4,559,Auditor General,458,157,127,2,109,39,0,6,1,0,2,0,0,0,0,0,0,0,0
Mt Lebanon Ward 2 Dist 5,594,Auditor General,499,171,109,6,130,43,2,4,1,0,2,0,0,0,0,0,0,1,0
Mt Lebanon Ward 2 Dist 6,600,Auditor General,519,177,98,0,161,51,0,10,2,0,2,1,0,1,0,0,1,0,0
Mt Lebanon Ward 2 Dist 7,671,Auditor General,568,218,123,1,150,36,2,10,3,0,3,1,0,1,0,0,1,0,0
Mt Lebanon Ward 2 Dist 8,957,Auditor General,791,188,264,6,150,132,2,3,2,1,1,3,0,1,0,0,2,1,0
Mt Lebanon Ward 3 Dist 1,686,Auditor General,572,195,122,2,130,95,1,2,1,0,2,1,0,0,0,1,1,0,0
Mt Lebanon Ward 3 Dist 2,911,Auditor General,782,328,146,3,201,56,3,11,2,0,6,0,2,0,0,0,0,0,0
Mt Lebanon Ward 3 Dist 3,702,Auditor General,598,191,129,3,160,72,3,5,0,0,0,1,0,0,0,0,1,0,0
Mt Lebanon Ward 3 Dist 4,719,Auditor General,566,191,135,6,144,49,1,12,2,0,4,1,0,0,0,0,0,0,0
Mt Lebanon Ward 3 Dist 5,745,Auditor General,647,225,133,2,156,72,4,12,2,0,4,1,0,2,0,0,0,1,0
Mt Lebanon Ward 3 Dist 6,471,Auditor General,409,156,101,2,101,21,0,3,3,0,1,1,0,0,0,0,0,0,0
Mt Lebanon Ward 3 Dist 7,886,Auditor General,746,189,196,2,192,115,1,6,4,0,8,3,0,4,0,0,0,0,0
Mt Lebanon Ward 3 Dist 8,322,Auditor General,278,92,51,3,87,26,1,5,2,0,0,0,0,0,0,0,1,1,0
Mt Lebanon Ward 4 Dist 1,800,Auditor General,629,247,149,5,144,51,1,10,3,0,1,1,0,0,0,0,0,0,0
Mt Lebanon Ward 4 Dist 2,912,Auditor General,740,301,168,4,190,40,1,11,1,0,5,1,0,1,2,0,1,0,0
Mt Lebanon Ward 4 Dist 3,668,Auditor General,533,222,112,2,119,41,3,4,1,1,2,0,0,0,1,0,0,0,0
Mt Lebanon Ward 4 Dist 4,678,Auditor General,583,193,130,0,165,57,0,11,3,0,0,0,0,0,0,0,0,0,0
Mt Lebanon Ward 4 Dist 5,646,Auditor General,558,231,104,3,157,39,1,3,2,0,2,0,0,0,0,0,0,0,0
Mt Lebanon Ward 4 Dist 6,702,Auditor General,592,235,123,0,158,43,0,2,3,0,3,0,0,1,0,0,1,0,0
