precinct_id,registered_voters,contest_name,total_votes_cast,Eugene DePasquale - Election Day,Eugene DePasquale - Absentee,Eugene DePasquale - Provisional,Dave Sunday - Election Day,Dave Sunday - Absentee,Dave Sunday - Provisional,Robert Cowburn - Election Day,Robert Cowburn - Absentee,Robert Cowburn - Provisional,Richard L. Weiss - Election Day,Richard L. Weiss - Absentee,Richard L. Weiss - Provisional,Justin L. Magill - Election Day,Justin L. Magill - Absentee,Justin L. Magill - Provisional,Eric L. Settle - Election Day,Eric L. Settle - Absentee,Eric L. Settle - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
West View Dist 4,600,Attorney General,500,157,91,7,193,24,7,4,0,0,4,1,0,1,0,0,0,1,0,0,0,0
West View Dist 5,796,Attorney General,665,222,143,7,198,47,5,12,2,0,6,1,0,4,0,0,2,0,0,1,0,0
West View Dist 6,726,Attorney General,619,235,120,2,197,31,1,7,2,1,5,1,0,6,0,0,0,0,0,0,0,0
West View Dist 7,620,Attorney General,532,195,132,5,134,41,0,5,2,0,4,2,0,3,0,0,2,1,0,0,0,0
Whitaker Dist 1,455,Attorney General,327,148,42,1,108,9,1,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0
Whitaker Dist 2,347,Attorney General,250,87,52,7,86,11,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Whitehall Dist 1,568,Attorney General,489,126,105,1,171,54,3,9,3,0,3,0,0,3,0,0,0,0,0,0,0,0
Whitehall Dist 2,595,Attorney General,499,154,85,2,197,31,1,5,1,0,7,3,0,1,0,0,0,0,0,0,0,0
Whitehall Dist 3,758,Attorney General,622,172,116,6,203,87,4,3,2,0,5,2,1,2,1,0,1,0,0,0,0,0
Whitehall Dist 4,662,Attorney General,590,162,131,3,237,35,2,4,3,0,1,0,0,3,0,0,0,0,0,0,0,0
Whitehall Dist 5,741,Attorney General,610,219,137,7,173,41,0,4,4,0,3,0,0,1,0,0,0,2,0,0,0,0
Whitehall Dist 6,1099,Attorney General,564,198,128,29,101,42,8,10,1,0,5,7,1,4,1,1,2,1,0,0,0,0
Whitehall Dist 7,472,Attorney General,384,140,93,3,98,26,3,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Whitehall Dist 8,823,Attorney General,724,228,135,3,235,82,4,6,2,0,2,4,0,0,0,1,4,0,0,0,1,0
Whitehall Dist 9,587,Attorney General,504,155,118,6,143,49,1,3,2,0,2,0,0,3,0,0,0,0,0,0,0,0
Whitehall Dist 10,652,Attorney General,553,167,101,4,208,42,2,7,0,1,1,0,0,4,2,0,0,0,0,1,0,0
Whitehall Dist 11,637,Attorney General,557,136,88,4,230,53,1,5,1,0,5,4,0,1,0,0,1,0,0,0,0,0
Whitehall Dist 12,588,Attorney General,503,158,89,4,188,36,6,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Whitehall Dist 13,752,Attorney General,681,171,188,1,215,76,2,5,1,0,2,1,0,1,0,0,1,0,0,1,0,0
Whitehall Dist 14,616,Attorney General,530,160,112,5,165,59,0,5,1,0,1,1,0,3,0,0,0,0,0,1,0,0
Whitehall Dist 15,1024,Attorney General,887,201,242,0,300,104,1,3,1,0,3,1,0,3,1,0,1,0,0,1,0,0
Whitehall Dist 16,627,Attorney General,526,157,125,5,165,52,1,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0
White Oak Dist 1,736,Attorney General,568,150,87,3,239,45,1,9,0,0,6,3,0,4,0,1,2,0,0,0,0,0
White Oak Dist 2,830,Attorney General,632,186,95,8,247,54,2,8,1,0,6,0,0,8,0,0,2,0,0,0,0,0
White Oak Dist 3,900,Attorney General,736,193,138,7,294,61,3,7,0,0,5,2,0,3,0,0,3,0,0,1,1,0
White Oak Dist 4,737,Attorney General,617,183,121,2,223,56,1,5,1,0,2,0,0,1,2,0,0,0,0,0,0,0
White Oak Dist 5,821,Attorney General,675,194,117,4,250,60,5,10,3,0,7,0,1,3,1,1,0,2,0,2,1,0
White Oak Dist 6,754,Attorney General,620,124,103,2,297,58,4,3,1,1,4,1,0,3,4,0,0,1,0,1,0,0
White Oak Dist 7,1106,Attorney General,908,227,157,5,382,81,6,10,4,0,4,1,0,2,0,0,2,0,0,2,0,0
Wilkins Ward 1 Dist 1,772,Attorney General,564,230,116,4,159,28,2,3,1,0,3,2,0,0,1,0,2,0,0,0,1,0
Wilkins Ward 1 Dist 2,667,Attorney General,574,217,126,5,157,39,5,8,0,0,1,2,0,0,0,0,0,1,0,1,0,0
Wilkins Ward 1 Dist 3,846,Attorney General,709,284,167,4,161,55,4,6,3,0,4,2,0,1,3,0,0,0,1,1,0,0
Wilkins Ward 1 Dist 4,633,Attorney General,531,217,103,0,148,30,2,5,0,0,6,1,0,5,0,0,1,0,0,0,0,0
Wilkins Ward 1 Dist 5,454,Attorney General,317,142,90,4,45,22,0,4,1,0,2,0,0,1,1,0,1,0,0,0,0,0
Wilkins Ward 2 Dist 1,669,Attorney General,554,225,108,4,151,31,2,5,1,0,8,2,0,2,0,0,1,0,0,0,0,0
Wilkins Ward 2 Dist 2,924,Attorney General,692,279,171,10,147,42,3,4,3,1,5,0,0,1,1,1,0,0,0,2,0,0
Wilkinsburg Ward 1 Dist 1,922,Attorney General,513,278,152,16,26,5,1,3,0,2,6,4,1,0,0,0,0,0,0,0,0,0
Wilkinsburg Ward 1 Dist 2,695,Attorney General,370,243,79,11,10,4,1,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0
Wilkinsburg Ward 1 Dist 3,415,Attorney General,206,124,50,8,9,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0
Wilkinsburg Ward 1 Dist 4,631,Attorney General,467,242,142,6,30,16,0,6,1,0,5,0,0,2,0,0,4,1,0,1,0,0
Wilkinsburg Ward 1 Dist 5,540,Attorney General,405,191,133,4,42,16,1,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0
Wilkinsburg Ward 1 Dist 6,930,Attorney General,586,240,230,35,27,12,3,5,1,0,8,1,1,1,1,0,2,0,1,0,0,0
Wilkinsburg Ward 2 Dist 1,734,Attorney General,433,201,141,18,27,20,2,6,0,0,3,1,0,4,0,0,1,1,0,0,0,0
Wilkinsburg Ward 2 Dist 2,981,Attorney General,729,338,248,9,76,24,3,8,2,0,4,1,1,3,0,0,1,0,0,0,0,0
Wilkinsburg Ward 2 Dist 3,754,Attorney General,386,217,88,15,16,19,2,3,1,0,6,2,1,1,0,0,0,0,0,1,0,0
Wilkinsburg Ward 2 Dist 4,506,Attorney General,246,143,61,9,12,1,1,6,0,0,3,2,0,2,0,0,1,1,0,0,2,0
Wilkinsburg Ward 2 Dist 5,762,Attorney General,387,202,115,12,10,8,2,0,0,0,11,6,1,1,0,0,1,1,0,0,0,0
Wilkinsburg Ward 3 Dist 1,733,Attorney General,592,338,164,5,39,13,0,6,2,0,9,2,0,0,0,0,1,1,0,1,0,0
Wilkinsburg Ward 3 Dist 2,692,Attorney General,505,272,132,0,38,16,1,7,2,0,11,7,0,1,1,0,2,1,1,0,0,0
Wilkinsburg Ward 3 Dist 3,799,Attorney General,385,227,91,15,17,4,1,7,3,0,3,0,1,0,0,0,0,0,0,2,0,0
Wilkinsburg Ward 3 Dist 4,1061,Attorney General,705,374,197,8,47,22,1,2,0,1,16,9,0,1,0,0,3,0,0,2,1,0
Wilkinsburg Ward 3 Dist 5,1090,Attorney General,656,343,200,15,30,7,3,6,2,0,21,5,0,3,1,0,0,1,0,1,0,0
Wilkinsburg Ward 3 Dist 6,516,Attorney General,269,171,44,12,7,7,0,2,1,1,5,3,0,0,0,0,0,0,0,0,0,0
Wilmerding Dist 1,481,Attorney General,248,119,52,3,45,11,1,0,0,0,3,0,1,2,0,1,1,0,0,1,0,0
Wilmerding Dist 2,695,Attorney General,437,197,82,5,103,15,0,8,2,0,10,1,1,2,0,0,1,0,0,0,0,0
